epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.3860157888941703,0.8842315369261478,0.2012672731171817,0.934801016088061,0.001
2,0.19442889072355415,0.9389403012157503,0.16409984903240268,0.9507479537115439,0.0005005000000000001
3,0.1088017144262746,0.9652815580959293,0.1046089276447582,0.9714930849562518,0.001
4,0.14212645510613678,0.9552107905401318,0.11836892122998434,0.9648602878916173,0.0008536998372026805
5,0.11018924043390864,0.9639508861065748,0.1015088223919773,0.9672593847022297,0.0005005000000000001
