epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.5267866042047795,0.8466702957720922,0.2993481200469136,0.9123624047417442,0.001
2,0.33563160570211625,0.8998971753462771,0.2193970759369006,0.9339542760372566,0.0005005000000000001
3,0.21652845642908256,0.9341014939817335,0.17723730158043965,0.9482077335591307,0.001
4,0.25726265359870687,0.9223976289844553,0.19219316918252552,0.9424216765453006,0.0008536998372026805
5,0.21025371320601102,0.9364906550535294,0.15503331196630826,0.9551227773073666,0.0005005000000000001
