epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.38177939435030106,0.8865904554527309,0.14820038754442527,0.9558283940163703,0.001
2,0.2131691530438352,0.9344039194338596,0.11994879388503021,0.9620378210556026,0.0005005000000000001
3,0.11843103935112521,0.9614407548539285,0.0956579369362449,0.9700818515382444,0.001
4,0.1681297106555071,0.9494647069497368,0.12379521541085174,0.9659892746260231,0.0008536998372026805
5,0.1290043557905121,0.9603217806810621,0.112561804850565,0.962884561106407,0.00025025000000000004
