epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.5237453071438536,0.4989795918367347,1.3254469383330572,0.6071428571428571,0.001
2,0.8725873750083301,0.7158163265306122,0.8187900775954837,0.7404761904761905,0.0005005000000000001
3,0.5527704015070078,0.8178571428571428,0.6025070792152768,0.8071428571428572,0.001
4,0.5205043905851793,0.8183673469387756,0.8254969043391092,0.7690476190476191,0.0008536998372026805
5,0.45660559249167537,0.8494897959183674,0.6173938041641599,0.8047619047619048,0.00025025000000000004
